date,open,high,low,close,volume
2024-08-19,58427.35,59617.63,57787.3,59438.5,22809.31251
2024-08-20,59438.5,61400.0,58548.23,59013.8,31477.44548
2024-08-21,59013.8,61820.93,58783.47,61156.03,27983.6422
2024-08-22,61156.03,61400.0,59724.87,60375.84,21241.20588
2024-08-23,60375.83,64955.0,60342.14,64037.24,38118.07089
2024-08-24,64037.24,64494.5,63531.0,64157.01,15857.15616
2024-08-25,64157.02,65000.0,63773.27,64220.0,12305.47977
2024-08-26,64219.99,64481.0,62800.0,62834.0,19470.05276
2024-08-27,62834.0,63212.0,58034.01,59415.0,35135.94178
2024-08-28,59415.0,60234.98,57860.0,59034.9,36868.54275
2024-08-29,59034.9,61166.99,58713.09,59359.01,27020.90743
2024-08-30,59359.0,59944.07,57701.1,59123.99,28519.32195
2024-08-31,59123.99,59462.38,58744.0,58973.99,8798.409
2024-09-01,58974.0,59076.59,57201.0,57301.86,20705.15741
2024-09-02,57301.77,59425.69,57128.0,59132.13,22895.01461
2024-09-03,59132.12,59809.65,57415.0,57487.73,22828.18447
2024-09-04,57487.74,58519.0,55606.0,57970.9,35560.82146
2024-09-05,57970.9,58327.07,55643.65,56180.0,27806.91413
2024-09-06,56180.0,57008.0,52550.0,53962.97,54447.76826
2024-09-07,53962.97,54850.0,53745.54,54160.86,16694.04774
2024-09-08,54160.86,55318.0,53629.01,54869.95,16274.14779
2024-09-09,54869.95,58088.0,54591.96,57042.0,32384.51737
2024-09-10,57042.01,58044.36,56386.4,57635.99,23626.78126
2024-09-11,57635.99,57981.71,55545.19,57338.0,33026.56757
2024-09-12,57338.0,58588.0,57324.0,58132.32,31074.40631
2024-09-13,58132.31,60625.0,57632.62,60498.0,29825.23333
2024-09-14,60497.99,60610.45,59400.0,59993.03,12137.90901
2024-09-15,59993.02,60395.8,58691.05,59132.0,13757.92361
2024-09-16,59132.0,59210.7,57493.3,58213.99,26477.5642
2024-09-17,58213.99,61320.0,57610.01,60313.99,33116.25878
2024-09-18,60313.99,61786.24,59174.8,61759.99,36087.02469
2024-09-19,61759.98,63850.0,61555.0,62947.99,34332.52608
2024-09-20,62948.0,64133.32,62350.0,63201.05,25466.37794
2024-09-21,63201.05,63559.9,62758.0,63348.96,8375.34608
2024-09-22,63348.97,64000.0,62357.93,63578.76,14242.19892
2024-09-23,63578.76,64745.88,62538.75,63339.99,24078.05287
2024-09-24,63339.99,64688.0,62700.0,64262.7,23185.04759
2024-09-25,64262.7,64817.99,62947.08,63152.01,17813.11168
2024-09-26,63152.01,65839.0,62670.0,65173.99,28373.30593
2024-09-27,65173.99,66498.0,64819.9,65769.95,22048.80487
2024-09-28,65769.95,66260.0,65422.23,65858.0,9127.23316
2024-09-29,65858.0,66076.12,65432.0,65602.01,8337.74111
2024-09-30,65602.01,65618.8,62856.3,63327.59,30011.08752
2024-10-01,63327.6,64130.63,60164.0,60805.78,43671.48108
2024-10-02,60804.92,62390.31,60000.0,60649.28,31534.70118
2024-10-03,60649.27,61477.19,59828.11,60752.71,26221.43472
2024-10-04,60752.72,62484.85,60459.9,62086.0,21294.65994
2024-10-05,62086.0,62370.56,61689.26,62058.0,7807.46141
2024-10-06,62058.01,62975.0,61798.97,62819.91,8906.86177
2024-10-07,62819.91,64478.19,62128.0,62224.0,25966.1852
2024-10-08,62224.01,63200.0,61860.31,62160.49,19702.22371
2024-10-09,62160.5,62543.75,60301.0,60636.02,20011.15684
2024-10-10,60636.01,61321.68,58946.0,60326.39,23967.92481
2024-10-11,60326.4,63417.56,60087.64,62540.0,23641.35209
2024-10-12,62539.99,63480.0,62487.23,63206.22,10911.30116
2024-10-13,63206.23,63285.72,62050.0,62870.02,11909.21995
2024-10-14,62870.02,66500.0,62457.81,66083.99,37669.95222
2024-10-15,66084.0,67950.0,64800.01,67074.14,43683.95423
